DEPTH,NPHI,RHOB,GR,RT,PEF,CALI
3431.4,0.31,2.513,98.334,1.975,6.348,8.578
3431.5,0.312,2.512,98.82,2.025,6.372,8.578
3431.6,0.309,2.511,100.96,2.046,6.404,8.625
3431.7,0.306,2.511,100.342,2.122,6.409,8.625
3431.8,0.301,2.508,103.21,2.215,6.358,8.625
3431.9,0.294,2.504,105.254,2.269,6.255,8.625
3432.0,0.289,2.5,104.458,2.315,6.139,8.625
3432.1,0.287,2.498,105.6,2.311,6.062,8.625
3432.2,0.29,2.498,104.314,2.299,6.044,8.625
3432.3,0.294,2.503,106.276,2.24,6.077,8.625
3432.4,0.298,2.51,105.091,2.228,6.161,8.625
3432.5,0.299,2.52,103.132,2.135,6.313,8.625
3432.6,0.3,2.531,102.308,2.112,6.542,8.625
3432.7,0.301,2.544,107.201,2.099,6.812,8.625
3432.8,0.302,2.557,106.466,2.055,7.035,8.625
3432.9,0.302,2.567,104.323,2.047,7.133,8.625
3433.0,0.303,2.572,103.582,1.972,7.088,8.625
3433.1,0.303,2.571,99.832,1.892,6.961,8.625
3433.2,0.302,2.565,96.866,1.882,6.848,8.672
3433.3,0.302,2.555,93.241,1.879,6.813,8.672
3433.4,0.303,2.545,89.772,1.885,6.848,8.672
3433.5,0.306,2.541,86.844,1.901,6.882,8.625
3433.6,0.31,2.544,83.635,1.901,6.858,8.625
3433.7,0.314,2.552,82.304,1.876,6.769,8.625
3433.8,0.313,2.555,78.473,1.873,6.651,8.625
3433.9,0.305,2.549,77.519,1.901,6.553,8.625
3434.0,0.293,2.534,74.111,1.821,6.512,8.625
3434.1,0.283,2.518,70.241,1.874,6.562,8.625
3434.2,0.275,2.507,64.753,1.855,6.728,8.625
3434.3,0.276,2.507,63.761,1.737,7.006,8.656
3434.4,0.274,2.518,63.914,1.573,7.344,8.656
3434.5,0.278,2.535,64.386,1.466,7.623,8.625
3434.6,0.281,2.55,65.438,1.442,7.742,8.625
3434.7,0.287,2.558,63.306,1.479,7.689,8.625
3434.8,0.293,2.559,61.591,1.441,7.538,8.625
3434.9,0.297,2.556,59.356,1.395,7.403,8.625
3435.0,0.296,2.554,60.551,1.459,7.329,8.625
3435.1,0.291,2.55,61.873,1.486,7.312,8.625
3435.2,0.285,2.546,62.285,1.415,7.321,8.625
3435.3,0.281,2.54,61.338,1.371,7.299,8.625
3435.4,0.283,2.533,62.505,1.425,7.204,8.625
3435.5,0.289,2.529,63.13,1.57,7.056,8.625
3435.6,0.297,2.529,62.336,1.589,6.912,8.625
3435.7,0.303,2.534,60.984,1.59,6.801,8.625
3435.8,0.302,2.543,63.357,1.622,6.715,8.625
3435.9,0.298,2.553,62.879,1.619,6.656,8.625
3436.0,0.294,2.555,63.026,1.665,6.671,8.625
3436.1,0.295,2.548,62.375,1.636,6.77,8.625
3436.2,0.298,2.537,59.907,1.624,6.904,8.625
3436.3,0.302,2.528,62.695,1.634,6.994,8.625
3436.4,0.305,2.525,63.711,1.624,7.024,8.656
3436.5,0.315,2.524,62.6,1.618,7.034,8.625
3436.6,0.322,2.521,64.195,1.629,7.068,8.625
3436.7,0.327,2.516,65.55,1.6,7.125,8.625
3436.8,0.33,2.511,66.392,1.579,7.161,8.625
3436.9,0.334,2.51,66.578,1.578,7.148,8.625
3437.0,0.337,2.512,68.279,1.585,7.094,8.625
3437.1,0.337,2.514,67.801,1.552,7.024,8.625
3437.2,0.331,2.512,69.392,1.549,6.956,8.625
3437.3,0.319,2.504,66.884,1.545,6.885,8.625
3437.4,0.31,2.491,65.882,1.505,6.821,8.625
3437.5,0.307,2.479,65.407,1.487,6.774,8.625
3437.6,0.309,2.472,64.082,1.46,6.737,8.625
3437.7,0.313,2.469,62.269,1.467,6.692,8.625
3437.8,0.313,2.47,58.794,1.496,6.63,8.625
3437.9,0.304,2.473,56.297,1.511,6.58,8.656
3438.0,0.293,2.478,55.576,1.606,6.589,8.672
3438.1,0.283,2.485,55.439,1.618,6.664,8.672
3438.2,0.278,2.492,53.175,1.61,6.761,8.672
3438.3,0.273,2.498,53.178,1.615,6.806,8.625
3438.4,0.269,2.502,54.709,1.632,6.761,8.625
3438.5,0.264,2.507,54.81,1.72,6.681,8.625
3438.6,0.257,2.517,54.312,1.787,6.637,8.625
3438.7,0.248,2.528,52.745,1.894,6.673,8.625
3438.8,0.238,2.538,52.36,1.942,6.754,8.625
3438.9,0.232,2.542,50.084,1.996,6.806,8.625
3439.0,0.228,2.542,49.818,2.006,6.797,8.672
3439.1,0.23,2.54,50.15,2.063,6.748,8.672
3439.2,0.234,2.542,48.176,2.198,6.72,8.672
3439.3,0.238,2.548,49.206,2.233,6.741,8.672
3439.4,0.242,2.558,49.617,2.265,6.762,8.641
3439.5,0.241,2.566,47.916,2.159,6.698,8.625
3439.6,0.234,2.565,46.524,2.058,6.544,8.672
3439.7,0.228,2.552,47.128,2.07,6.369,8.672
3439.8,0.22,2.532,49.934,2.053,6.251,8.672
3439.9,0.213,2.517,50.413,2.054,6.206,8.672
3440.0,0.207,2.51,46.287,2.138,6.215,8.672
3440.1,0.202,2.511,44.282,2.143,6.24,8.672
3440.2,0.199,2.514,44.097,2.206,6.269,8.672
3440.3,0.199,2.519,42.299,2.248,6.291,8.672
3440.4,0.198,2.523,42.782,2.293,6.291,8.672
3440.5,0.194,2.525,43.465,2.278,6.254,8.672
3440.6,0.187,2.523,42.014,2.312,6.183,8.672
3440.7,0.184,2.517,42.241,2.316,6.104,8.656
3440.8,0.179,2.508,40.578,2.316,6.065,8.649
3440.9,0.18,2.501,40.371,2.322,6.073,8.672
3441.0,0.183,2.494,39.817,2.305,6.102,8.672
3441.1,0.186,2.489,39.116,2.3,6.132,8.672
3441.2,0.189,2.483,36.891,2.239,6.158,8.672
3441.3,0.193,2.476,35.849,2.211,6.194,8.672
3441.4,0.198,2.47,35.765,2.233,6.231,8.672
3441.5,0.202,2.468,35.972,2.238,6.244,8.672
3441.6,0.208,2.469,34.655,2.243,6.22,8.625
3441.7,0.211,2.471,35.97,2.241,6.157,8.625
3441.8,0.212,2.468,36.723,2.248,6.056,8.625
3441.9,0.214,2.46,38.495,2.218,5.917,8.625
3442.0,0.217,2.449,36.682,2.258,5.754,8.578
3442.1,0.219,2.437,35.719,2.271,5.636,8.547
3442.2,0.218,2.426,35.339,2.235,5.634,8.578
3442.3,0.216,2.42,35.151,2.245,5.754,8.625
3442.4,0.223,2.422,34.192,2.254,5.932,8.672
3442.5,0.234,2.429,34.557,2.263,6.098,8.625
3442.6,0.242,2.437,34.444,2.269,6.235,8.625
3442.7,0.251,2.444,35.691,2.279,6.382,8.625
3442.8,0.262,2.45,35.967,2.253,6.552,8.602
3442.9,0.265,2.462,33.638,2.493,6.727,8.609
3443.0,0.269,2.477,33.939,2.597,6.869,8.578
3443.1,0.265,2.49,33.29,2.542,6.954,8.625
3443.2,0.262,2.494,32.951,2.489,6.994,8.641
3443.3,0.267,2.489,33.073,2.421,6.995,8.648
3443.4,0.275,2.483,34.583,2.578,7.003,8.594
3443.5,0.278,2.48,35.377,2.842,7.034,8.578
3443.6,0.276,2.482,34.92,3.009,7.076,8.625
3443.7,0.274,2.485,34.2,2.99,7.099,8.625
3443.8,0.272,2.486,35.331,3.055,7.06,8.625
3443.9,0.269,2.481,34.535,3.059,6.951,8.625
3444.0,0.263,2.47,34.276,3.113,6.778,8.672
3444.1,0.259,2.455,35.132,3.037,6.597,8.672
3444.2,0.258,2.439,34.164,3.308,6.48,8.672
3444.3,0.263,2.427,32.583,3.714,6.468,8.648
3444.4,0.271,2.421,33.397,3.877,6.54,8.594
3444.5,0.275,2.424,33.156,4.127,6.633,8.578
3444.6,0.277,2.437,33.315,4.361,6.691,8.578
3444.7,0.276,2.456,32.649,4.607,6.697,8.578
3444.8,0.276,2.474,32.821,4.673,6.686,8.578
3444.9,0.275,2.484,32.642,4.655,6.732,8.609
3445.0,0.276,2.484,31.421,4.534,6.901,8.625
3445.1,0.275,2.479,31.106,4.586,7.21,8.625
3445.2,0.272,2.479,31.686,4.144,7.603,8.625
3445.3,0.271,2.487,31.601,4.154,7.941,8.625
3445.4,0.275,2.502,29.974,4.01,8.093,8.594
3445.5,0.274,2.519,27.838,3.993,8.0,8.625
3445.6,0.273,2.529,28.15,4.167,7.73,8.625
3445.7,0.271,2.529,29.401,4.254,7.44,8.609
3445.8,0.264,2.52,28.919,4.095,7.248,8.578
3445.9,0.257,2.511,28.064,4.084,7.149,8.578
3446.0,0.254,2.506,28.527,4.147,7.049,8.578
3446.1,0.252,2.501,28.987,4.15,6.9,8.578
3446.2,0.25,2.494,29.986,3.539,6.756,8.594
3446.3,0.249,2.49,29.116,2.642,6.707,8.625
3446.4,0.248,2.497,28.645,3.06,6.762,8.625
3446.5,0.245,2.515,28.156,4.135,6.827,8.625
3446.6,0.237,2.532,27.575,3.774,6.827,8.625
3446.7,0.229,2.534,27.92,2.325,6.774,8.672
3446.8,0.222,2.519,27.383,2.111,6.721,8.641
3446.9,0.211,2.501,27.633,2.262,6.689,8.625
3447.0,0.202,2.492,26.901,3.253,6.673,8.625
3447.1,0.192,2.497,28.724,3.939,6.66,8.672
3447.2,0.187,2.508,27.604,4.099,6.633,8.672
3447.3,0.185,2.516,25.974,4.233,6.577,8.641
3447.4,0.181,2.518,27.043,4.069,6.49,8.625
3447.5,0.181,2.514,27.511,4.443,6.405,8.625
3447.6,0.182,2.508,26.62,5.289,6.367,8.625
3447.7,0.185,2.504,27.667,5.54,6.397,8.625
3447.8,0.187,2.502,29.771,6.243,6.445,8.625
3447.9,0.192,2.501,28.554,10.087,6.445,8.578
3448.0,0.194,2.498,28.4,3.567,6.401,8.578
3448.1,0.195,2.494,27.006,3.928,6.381,8.625
3448.2,0.196,2.493,26.992,4.142,6.431,8.641
3448.3,0.197,2.497,28.047,4.208,6.511,8.672
3448.4,0.196,2.506,28.424,4.341,6.53,8.672
3448.5,0.192,2.513,28.36,4.247,6.445,8.672
3448.6,0.187,2.514,28.839,4.189,6.292,8.641
3448.7,0.187,2.506,28.622,4.098,6.158,8.648
3448.8,0.19,2.491,29.297,4.123,6.089,8.594
3448.9,0.187,2.479,30.685,4.465,6.084,8.625
3449.0,0.187,2.477,31.221,4.666,6.148,8.625
3449.1,0.183,2.487,29.131,4.828,6.289,8.625
3449.2,0.175,2.503,30.292,4.946,6.512,8.625
3449.3,0.164,2.52,30.256,5.021,6.808,8.656
3449.4,0.157,2.533,30.77,5.123,7.133,8.672
3449.5,0.154,2.541,31.215,5.189,7.44,8.672
3449.6,0.158,2.547,29.954,5.247,7.716,8.656
3449.7,0.16,2.557,28.56,4.892,7.974,8.649
3449.8,0.165,2.578,28.173,4.924,8.215,8.672
3449.9,0.164,2.612,29.24,5.061,8.409,8.749
3450.0,0.174,2.655,27.862,5.055,8.529,8.625
3450.1,0.173,2.699,26.904,4.91,8.574,8.625
3450.2,0.173,2.729,23.594,5.07,8.548,8.625
3450.3,0.171,2.741,23.086,5.24,8.478,8.625
3450.4,0.164,2.74,23.595,5.304,8.411,8.625
3450.5,0.162,2.736,24.738,5.19,8.382,8.672
3450.6,0.163,2.74,25.34,4.521,8.389,8.641
3450.7,0.163,2.75,25.465,3.824,8.384,8.625
3450.8,0.163,2.758,24.977,3.794,8.341,8.625
3450.9,0.162,2.761,25.81,4.147,8.243,8.641
3451.0,0.166,2.752,27.09,5.868,8.097,8.672
3451.1,0.171,2.732,28.074,5.434,7.931,8.672
3451.2,0.177,2.705,27.585,4.772,7.792,8.672
3451.3,0.183,2.682,27.307,4.23,7.748,8.672
3451.4,0.189,2.666,27.347,4.142,7.833,8.672
3451.5,0.197,2.661,28.882,4.321,8.027,8.672
3451.6,0.206,2.663,30.162,4.411,8.293,8.672
3451.7,0.216,2.671,29.638,4.674,8.581,8.672
3451.8,0.226,2.684,29.867,4.973,8.838,8.672
3451.9,0.237,2.706,29.219,4.128,8.993,8.672
3452.0,0.247,2.733,28.05,1.658,8.997,8.672
3452.1,0.254,2.754,27.933,1.071,8.858,8.672
3452.2,0.26,2.758,29.142,3.982,8.667,8.672
3452.3,0.265,2.741,31.524,4.999,8.541,8.703
3452.4,0.277,2.714,33.106,2.61,8.512,8.672
3452.5,0.288,2.687,34.838,0.858,8.511,8.672
3452.6,0.297,2.669,37.258,0.629,8.446,8.672
3452.7,0.302,2.656,40.516,0.891,8.263,8.672
3452.8,0.303,2.645,41.782,1.267,8.008,8.672
3452.9,0.305,2.632,44.121,1.448,7.748,8.672
3453.0,0.312,2.616,48.889,1.998,7.566,8.625
3453.1,0.32,2.601,50.689,2.249,7.512,8.625
3453.2,0.331,2.597,51.698,2.549,7.605,8.625
3453.3,0.341,2.612,52.53,2.729,7.82,8.625
3453.4,0.347,2.646,52.841,2.753,8.09,8.625
3453.5,0.35,2.692,50.854,3.162,8.343,8.625
3453.6,0.35,2.734,48.386,4.037,8.53,8.625
3453.7,0.35,2.762,46.632,4.268,8.694,8.625
3453.8,0.349,2.773,44.733,4.575,8.893,8.625
3453.9,0.348,2.776,44.562,4.557,9.152,8.625
3454.0,0.35,2.783,44.164,4.386,9.487,8.625
3454.1,0.357,2.805,41.343,4.21,9.915,8.625
3454.2,0.367,2.841,40.558,4.033,10.429,8.625
3454.3,0.379,2.887,38.244,4.172,10.886,8.625
3454.4,0.39,2.929,35.621,4.382,11.094,8.625
3454.5,0.398,2.951,33.743,4.533,10.988,8.656
3454.6,0.405,2.944,31.588,4.292,10.713,8.625
3454.7,0.41,2.916,35.593,4.246,10.49,8.625
3454.8,0.412,2.89,38.371,4.788,10.376,8.625
3454.9,0.409,2.881,39.534,5.28,10.291,8.625
3455.0,0.403,2.887,39.175,5.041,10.13,8.625
3455.1,0.397,2.894,42.276,4.309,9.903,8.625
3455.2,0.399,2.892,43.171,3.846,9.73,8.625
3455.3,0.408,2.884,42.775,2.677,9.758,8.625
3455.4,0.417,2.877,45.273,1.788,10.03,8.625
3455.5,0.424,2.873,46.854,1.736,10.42,8.625
3455.6,0.431,2.87,44.721,1.988,10.764,8.648
3455.7,0.45,2.866,41.73,1.861,10.967,8.641
3455.8,0.468,2.86,41.591,1.757,11.024,8.625
3455.9,0.479,2.853,42.486,1.895,10.989,8.625
3456.0,0.479,2.847,42.941,1.867,10.971,8.641
3456.1,0.477,2.841,44.017,1.537,11.008,8.672
3456.2,0.473,2.831,42.485,1.252,11.035,8.656
3456.3,0.466,2.822,41.824,1.31,10.997,8.672
3456.4,0.455,2.817,41.895,1.66,10.924,8.672
3456.5,0.449,2.825,41.195,1.685,10.901,8.625
3456.6,0.447,2.841,37.557,1.643,10.916,8.625
3456.7,0.45,2.853,38.333,1.625,10.894,8.625
3456.8,0.458,2.852,38.465,1.537,10.781,8.625
3456.9,0.466,2.838,40.502,1.417,10.604,8.625
3457.0,0.472,2.819,44.71,1.299,10.433,8.625
3457.1,0.469,2.803,44.836,1.363,10.334,8.672
3457.2,0.464,2.796,44.213,1.481,10.324,8.625
3457.3,0.453,2.793,45.039,1.507,10.341,8.625
3457.4,0.437,2.787,43.882,1.607,10.314,8.664
3457.5,0.423,2.775,41.434,1.72,10.249,8.703
3457.6,0.404,2.759,42.142,1.709,10.136,8.703
3457.7,0.385,2.741,42.431,1.706,9.949,8.703
3457.8,0.368,2.724,41.91,1.898,9.705,8.672
3457.9,0.363,2.706,40.012,1.907,9.497,8.672
3458.0,0.369,2.689,39.389,1.869,9.404,8.672
3458.1,0.377,2.681,40.376,1.802,9.445,8.672
3458.2,0.374,2.693,40.345,1.863,9.571,8.672
3458.3,0.358,2.724,40.77,1.88,9.697,8.672
3458.4,0.337,2.764,38.047,2.311,9.756,8.672
3458.5,0.322,2.797,35.381,2.512,9.733,8.625
3458.6,0.311,2.815,32.605,2.966,9.669,8.625
3458.7,0.304,2.817,31.253,3.199,9.619,8.625
3458.8,0.301,2.81,29.351,3.767,9.615,8.625
3458.9,0.301,2.802,27.423,4.243,9.635,8.625
3459.0,0.305,2.788,26.907,4.428,9.641,8.625
3459.1,0.308,2.768,27.497,4.266,9.641,8.672
3459.2,0.311,2.75,27.523,4.11,9.651,8.703
3459.3,0.313,2.744,27.993,3.648,9.678,8.692
3459.4,0.313,2.748,27.112,3.378,9.712,8.641
3459.5,0.311,2.751,25.774,3.549,9.759,8.625
3459.6,0.313,2.744,27.006,4.028,9.815,8.625
3459.7,0.314,2.726,27.626,3.714,9.864,8.625
3459.8,0.32,2.708,28.091,3.577,9.876,8.672
3459.9,0.325,2.695,29.608,3.209,9.869,8.672
3460.0,0.33,2.69,29.232,3.133,9.868,8.672
3460.1,0.333,2.692,29.03,2.704,9.912,8.672
3460.2,0.332,2.702,27.543,2.5,10.016,8.703
3460.3,0.329,2.723,25.137,2.058,10.154,8.703
3460.4,0.325,2.751,23.869,1.928,10.27,8.682
3460.5,0.317,2.778,23.68,1.984,10.289,8.672
3460.6,0.308,2.795,25.345,2.016,10.209,8.703
3460.7,0.302,2.794,25.399,2.062,10.057,8.703
3460.8,0.299,2.777,25.838,2.336,9.865,8.703
3460.9,0.298,2.753,25.068,2.336,9.665,8.703
3461.0,0.302,2.729,24.912,2.244,9.47,8.703
3461.1,0.309,2.71,27.313,2.581,9.298,8.703
3461.2,0.317,2.696,28.275,2.788,9.178,8.703
3461.3,0.32,2.683,30.912,2.658,9.107,8.703
3461.4,0.32,2.667,32.502,2.291,9.046,8.703
3461.5,0.32,2.645,31.649,2.143,8.893,8.703
3461.6,0.32,2.619,31.114,2.14,8.606,8.703
3461.7,0.316,2.595,32.591,2.167,8.231,8.703
3461.8,0.306,2.577,34.727,2.205,7.879,8.703
3461.9,0.293,2.565,36.02,2.302,7.615,8.703
3462.0,0.285,2.558,36.145,2.224,7.403,8.703
3462.1,0.287,2.555,37.502,2.092,7.197,8.672
3462.2,0.29,2.555,39.811,2.037,6.996,8.703
3462.3,0.288,2.555,41.378,1.97,6.82,8.672
3462.4,0.279,2.556,44.13,1.848,6.672,8.672
3462.5,0.266,2.553,45.716,1.752,6.549,8.672
3462.6,0.256,2.545,45.707,1.705,6.453,8.672
3462.7,0.252,2.532,46.877,1.749,6.406,8.672
3462.8,0.25,2.519,48.022,1.742,6.409,8.672
3462.9,0.246,2.512,48.947,1.654,6.451,8.672
3463.0,0.239,2.508,50.659,1.634,6.506,8.672
3463.1,0.233,2.503,50.135,1.569,6.541,8.672
3463.2,0.229,2.496,47.745,1.579,6.531,8.672
3463.3,0.229,2.49,47.238,1.561,6.497,8.672
3463.4,0.23,2.488,47.628,1.585,6.491,8.672
3463.5,0.233,2.489,47.448,1.634,6.564,8.672
3463.6,0.237,2.491,47.381,1.69,6.679,8.672
3463.7,0.241,2.495,45.115,1.736,6.765,8.672
3463.8,0.244,2.501,45.792,1.753,6.785,8.672
3463.9,0.244,2.508,45.989,1.617,6.767,8.672
3464.0,0.244,2.515,46.188,1.697,6.75,8.672
3464.1,0.246,2.526,47.24,1.84,6.769,8.625
3464.2,0.244,2.542,48.043,1.969,6.787,8.625
3464.3,0.247,2.561,50.285,2.033,6.78,8.656
3464.4,0.248,2.575,50.711,2.134,6.755,8.625
3464.5,0.249,2.579,51.963,2.195,6.74,8.625
3464.6,0.249,2.575,55.923,2.312,6.77,8.672
3464.7,0.259,2.568,58.495,2.474,6.878,8.672
3464.8,0.269,2.568,58.693,2.574,7.069,8.625
3464.9,0.279,2.578,59.763,2.684,7.271,8.656
3465.0,0.297,2.595,60.55,3.109,7.352,8.672
3465.1,0.319,2.609,64.542,2.803,7.251,8.625
3465.2,0.336,2.612,66.053,2.571,7.046,8.625
3465.3,0.349,2.603,71.133,2.757,6.923,8.625
3465.4,0.355,2.59,71.184,2.828,7.008,8.625
3465.5,0.358,2.584,71.303,2.905,7.243,8.625
3465.6,0.363,2.592,70.794,2.761,7.469,8.578
3465.7,0.368,2.609,67.146,2.185,7.526,8.578
3465.8,0.382,2.623,68.27,2.204,7.375,8.625
3465.9,0.395,2.623,70.807,3.022,7.13,8.625
3466.0,0.401,2.606,70.611,3.751,6.969,8.625
3466.1,0.394,2.584,70.474,3.128,6.984,8.625
3466.2,0.375,2.567,68.383,3.004,7.16,8.625
3466.3,0.357,2.563,61.814,3.082,7.393,8.656
3466.4,0.341,2.568,58.158,3.124,7.608,8.625
3466.5,0.335,2.576,55.776,3.267,7.773,8.625
3466.6,0.336,2.583,52.763,3.265,7.867,8.625
3466.7,0.334,2.584,50.375,3.409,7.867,8.672
3466.8,0.324,2.578,48.348,3.332,7.761,8.672
3466.9,0.306,2.565,47.196,3.204,7.525,8.641
3467.0,0.272,2.549,43.631,3.664,7.166,8.625
3467.1,0.239,2.53,38.572,4.032,6.748,8.625
3467.2,0.215,2.509,34.175,4.887,6.362,8.625
3467.3,0.2,2.488,32.52,5.539,6.068,8.625
3467.4,0.19,2.471,30.144,5.828,5.87,8.625
3467.5,0.186,2.461,26.902,5.637,5.778,8.578
3467.6,0.176,2.454,24.259,5.589,5.775,8.625
3467.7,0.173,2.449,22.681,5.61,5.831,8.578
3467.8,0.167,2.444,21.504,6.114,5.879,8.578
3467.9,0.162,2.441,21.422,6.345,5.866,8.578
3468.0,0.154,2.439,20.336,6.634,5.802,8.625
3468.1,0.152,2.433,20.06,6.664,5.731,8.578
3468.2,0.144,2.425,20.138,6.746,5.694,8.625
3468.3,0.138,2.42,19.229,6.64,5.716,8.625
3468.4,0.133,2.424,18.683,7.021,5.8,8.625
3468.5,0.129,2.438,17.709,7.226,5.925,8.625
3468.6,0.125,2.458,16.962,7.381,6.037,8.625
3468.7,0.123,2.484,17.189,7.711,6.095,8.625
3468.8,0.122,2.515,17.406,9.762,6.134,8.625
3468.9,0.122,2.547,17.075,10.488,6.229,8.625
3469.0,0.122,2.574,17.564,9.949,6.416,8.625
3469.1,0.121,2.592,17.348,8.565,6.633,8.641
3469.2,0.115,2.601,16.584,6.476,6.779,8.66
3469.3,0.112,2.603,17.598,5.448,6.805,8.672
3469.4,0.11,2.596,17.654,8.102,6.74,8.672
3469.5,0.111,2.574,16.575,8.415,6.573,8.672
3469.6,0.117,2.539,15.856,12.051,6.302,8.625
3469.7,0.121,2.499,16.152,16.818,5.996,8.625
3469.8,0.124,2.464,16.464,16.962,5.735,8.625
3469.9,0.128,2.432,16.782,19.602,5.531,8.59
3470.0,0.129,2.4,18.03,30.857,5.356,8.578
3470.1,0.132,2.367,18.477,35.475,5.196,8.578
3470.2,0.137,2.334,17.628,38.949,5.078,8.578
3470.3,0.144,2.3,18.626,40.715,5.003,8.578
3470.4,0.153,2.266,18.99,39.253,4.946,8.578
3470.5,0.162,2.236,17.736,43.308,4.884,8.578
3470.6,0.168,2.215,17.757,44.145,4.823,8.625
3470.7,0.177,2.204,17.687,47.4,4.782,8.594
3470.8,0.179,2.2,16.89,49.542,4.767,8.625
3470.9,0.185,2.198,16.654,51.86,4.754,8.578
3471.0,0.189,2.194,17.146,49.794,4.731,8.578
3471.1,0.191,2.191,17.366,49.809,4.705,8.578
3471.2,0.192,2.188,16.625,48.995,4.694,8.578
3471.3,0.192,2.188,17.576,49.396,4.708,8.578
3471.4,0.192,2.189,18.331,48.197,4.738,8.578
3471.5,0.194,2.191,16.916,47.709,4.767,8.578
3471.6,0.195,2.193,16.498,46.425,4.784,8.578
3471.7,0.195,2.194,16.386,45.821,4.8,8.578
3471.8,0.195,2.196,16.275,46.122,4.82,8.578
3471.9,0.194,2.201,16.732,46.369,4.836,8.578
3472.0,0.192,2.207,17.233,47.624,4.833,8.578
3472.1,0.186,2.213,17.692,49.262,4.805,8.594
3472.2,0.187,2.214,16.449,48.925,4.762,8.594
3472.3,0.182,2.211,16.152,48.463,4.727,8.625
3472.4,0.181,2.205,16.347,48.993,4.721,8.625
3472.5,0.184,2.198,16.518,48.733,4.755,8.609
3472.6,0.185,2.193,16.915,51.011,4.818,8.578
3472.7,0.186,2.191,16.5,51.378,4.887,8.578
3472.8,0.188,2.191,17.09,53.725,4.928,8.578
3472.9,0.188,2.192,17.405,55.585,4.912,8.625
3473.0,0.195,2.192,18.136,56.515,4.836,8.578
3473.1,0.195,2.193,18.295,55.997,4.737,8.594
3473.2,0.194,2.193,17.258,54.193,4.672,8.625
3473.3,0.191,2.194,17.721,53.25,4.67,8.625
3473.4,0.186,2.197,17.296,52.71,4.723,8.625
3473.5,0.184,2.201,17.551,51.338,4.794,8.625
3473.6,0.187,2.204,19.694,51.743,4.837,8.609
3473.7,0.188,2.205,18.701,53.485,4.828,8.578
3473.8,0.186,2.205,16.945,53.409,4.786,8.578
3473.9,0.183,2.205,17.78,54.036,4.752,8.578
3474.0,0.179,2.207,18.208,53.957,4.756,8.578
3474.1,0.177,2.21,17.619,54.194,4.782,8.578
3474.2,0.179,2.211,18.556,53.564,4.801,8.578
3474.3,0.179,2.21,17.109,54.041,4.801,8.625
3474.4,0.184,2.207,16.908,55.839,4.787,8.578
3474.5,0.185,2.205,17.441,57.698,4.781,8.578
3474.6,0.18,2.205,17.343,58.731,4.791,8.602
3474.7,0.181,2.206,17.863,59.196,4.818,8.594
3474.8,0.18,2.207,17.897,60.708,4.84,8.578
3474.9,0.181,2.208,17.903,59.563,4.831,8.625
3475.0,0.184,2.209,18.776,58.872,4.792,8.578
3475.1,0.184,2.211,18.614,57.383,4.755,8.578
3475.2,0.182,2.212,18.97,57.827,4.747,8.578
3475.3,0.177,2.211,18.022,58.56,4.748,8.578
3475.4,0.172,2.207,19.158,63.133,4.731,8.578
3475.5,0.167,2.201,17.54,67.168,4.701,8.594
3475.6,0.172,2.197,17.699,73.054,4.698,8.602
3475.7,0.172,2.198,18.034,76.975,4.733,8.609
3475.8,0.176,2.201,17.482,76.38,4.769,8.625
3475.9,0.18,2.201,17.019,71.842,4.766,8.625
3476.0,0.186,2.196,17.636,67.879,4.721,8.609
3476.1,0.186,2.187,16.36,64.932,4.669,8.578
3476.2,0.181,2.18,14.517,64.717,4.635,8.625
3476.3,0.181,2.178,15.645,65.377,4.608,8.578
3476.4,0.178,2.18,16.293,67.413,4.583,8.625
3476.5,0.174,2.185,16.089,67.241,4.575,8.594
3476.6,0.175,2.193,16.239,67.078,4.609,8.625
3476.7,0.178,2.202,17.259,71.36,4.682,8.578
3476.8,0.175,2.209,18.987,80.346,4.774,8.625
3476.9,0.177,2.213,19.979,82.594,4.872,8.578
3477.0,0.179,2.215,19.847,73.92,4.958,8.625
3477.1,0.181,2.218,18.842,49.869,5.002,8.625
3477.2,0.181,2.219,17.835,46.085,4.97,8.625
3477.3,0.181,2.217,17.71,54.546,4.874,8.625
3477.4,0.184,2.213,18.028,64.945,4.768,8.578
3477.5,0.184,2.209,18.503,69.338,4.711,8.578
3477.6,0.184,2.208,17.835,72.107,4.713,8.578
3477.7,0.182,2.209,18.964,69.547,4.75,8.578
3477.8,0.176,2.213,20.399,60.505,4.784,8.625
3477.9,0.174,2.215,18.506,55.946,4.786,8.578
3478.0,0.169,2.216,16.673,65.93,4.747,8.578
3478.1,0.165,2.215,15.431,90.008,4.687,8.578
3478.2,0.166,2.212,13.889,91.576,4.641,8.578
3478.3,0.167,2.208,15.266,87.72,4.625,8.625
3478.4,0.169,2.204,15.314,86.623,4.632,8.625
3478.5,0.172,2.2,14.756,86.895,4.633,8.609
3478.6,0.172,2.195,14.781,86.805,4.614,8.578
3478.7,0.169,2.19,15.236,87.175,4.589,8.625
3478.8,0.172,2.186,15.56,89.235,4.577,8.578
3478.9,0.172,2.186,16.655,90.205,4.583,8.578
3479.0,0.17,2.187,16.41,91.382,4.59,8.578
3479.1,0.163,2.188,13.753,89.619,4.59,8.609
3479.2,0.163,2.186,14.054,90.401,4.577,8.578
3479.3,0.161,2.183,15.906,91.587,4.547,8.578
3479.4,0.162,2.178,16.668,91.587,4.503,8.578
